scene;mesh_a;mesh_b;mesh_path_a;mesh_path_b;mean_a_to_b;mean_b_to_a;median_a_to_b;median_b_to_a;max_a_to_b;max_b_to_a;pred_to_gt_mean;gt_to_pred_mean;gt_to_pred_median;gt_to_pred_max;chamfer;hausdorff;precision;recall;fscore;threshold;sample_points;sampling_method;semantics;aligned_with_icp;icp_fitness;icp_inlier_rmse;icp_threshold;icp_sample_points;aligned_mesh_path;;
;NewBlendTest_WithVersionRemovedConfidenceOnly_iter15000;NewBlendTest_WithVersionRemovedConfidenceOnly_iter15000;blender_gt;output\NewBlendTest_WithVersionRemovedConfidenceOnly\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;0.09018036935550879;;0.061643711426627446;;0.730677563826132;;0.09018036935550879;0.061643711426627446;0.730677563826132;;;;0.33161;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;Outside(Ambient)GaussianActuallyMoveTestTbehind_iter15000;Outside(Ambient)GaussianActuallyMoveTestTbehind_iter15000;blender_gt;output\Outside(Ambient)GaussianActuallyMoveTestTbehind\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;1.406.179.737.847.680;;1.381.795.913.699.330;;29.533.099.081.374.700;;1.406.179.737.847.680;1.381.795.913.699.330;29.533.099.081.374.700;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideConsistencyLossCheap_iter15000;OutsideConsistencyLossCheap_iter15000;blender_gt;output\OutsideConsistencyLossCheap\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;22.582.740.563.797.200;;22.696.818.517.047.400;;3.336.620.393.680.890;;22.582.740.563.797.200;22.696.818.517.047.400;3.336.620.393.680.890;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideConsistencyLossMoreCostly_iter15000;OutsideConsistencyLossMoreCostly_iter15000;blender_gt;output\OutsideConsistencyLossMoreCostly\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;16.144.494.261.841.000;;16.756.296.641.452.900;;2.945.508.056.275.430;;16.144.494.261.841.000;16.756.296.641.452.900;2.945.508.056.275.430;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideConsistencyLossV2_iter15000;OutsideConsistencyLossV2_iter15000;blender_gt;output\OutsideConsistencyLossV2\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;21.808.488.841.287.000;;22.825.279.828.002.100;;3.093.669.780.030.300;;21.808.488.841.287.000;22.825.279.828.002.100;3.093.669.780.030.300;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;OutsideSurfaceRegualrization_iter15000;OutsideSurfaceRegualrization_iter15000;blender_gt;output\OutsideSurfaceRegualrization\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;16.107.353.962.692.700;;16.210.594.613.326.800;;29.830.058.561.668.300;;16.107.353.962.692.700;16.210.594.613.326.800;29.830.058.561.668.300;;;;0.00013;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_FixedAllGradients_AllOn_iter15000;VaseClean_FixedAllGradients_AllOn_iter15000;blender_gt;output\VaseClean_FixedAllGradients_AllOn\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;23.135.217.739.674.000;;22.827.365.969.708.200;;4.463.132.752.477.900;;23.135.217.739.674.000;22.827.365.969.708.200;4.463.132.752.477.900;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_MoveTestTBehind_iter15000;VaseClean_MoveTestTBehind_iter15000;blender_gt;output\VaseClean_MoveTestTBehind\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;22.976.310.491.756.000;;22.960.139.487.868.400;;4.359.053.817.898.430;;22.976.310.491.756.000;22.960.139.487.868.400;4.359.053.817.898.430;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_NowAllOff_iter15000;VaseClean_NowAllOff_iter15000;blender_gt;output\VaseClean_NowAllOff\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;19.396.677.820.028.300;;17.447.121.231.699.200;;4.175.939.287.162.860;;19.396.677.820.028.300;17.447.121.231.699.200;4.175.939.287.162.860;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
;VaseClean_SplitDiffuseToPartsWithFixes_iter15000;VaseClean_SplitDiffuseToPartsWithFixes_iter15000;blender_gt;output\VaseClean_SplitDiffuseToPartsWithFixes\train\ours_15000\fuse_post.ply;C:\Users\cwart\OneDrive\Desktop\2DGS\BlenderCorrectPos.ply;;222.991.285.938.648;;20.291.237.215.409.900;;5.042.033.190.394.540;;222.991.285.938.648;20.291.237.215.409.900;5.042.033.190.394.540;;;;0.0;;0.05;100000;uniform;gt_only;FALSE;;;;;;FALSE
